Timestamp,Source Ip,Level,Message,Category
2025-11-22 04:20:25,103.147.42.17,Critical,[2025-11-22 04:20:25] [Warn] 103.147.42.17 - Root Login Failed (SIM),Critical
2025-11-22 04:20:17,103.112.78.90,Critical,[2025-11-22 04:20:17] [Critical] 103.112.78.90 - Root Login Failed (SIM),Critical
2025-11-22 04:20:15,103.156.184.203,Critical,[2025-11-22 04:20:15] [Warn] 103.156.184.203 - Denial of Service (DoS) (SIM),Critical
2025-11-22 04:19:51,103.169.154.122,Critical,[2025-11-22 04:19:51] [Critical] 103.169.154.122 - Root Login Failed (SIM),Critical
2025-11-22 04:19:47,103.107.40.91,Error,[2025-11-22 04:19:47] [Error] 103.107.40.91 - Unauthorized access (SIM),Error
2025-11-22 04:19:39,103.140.23.61,Critical,[2025-11-22 04:19:39] [Error] 103.140.23.61 - Root Login Failed (SIM),Critical
2025-11-22 04:19:36,103.155.68.20,Error,[2025-11-22 04:19:36] [Warn] 103.155.68.20 - SQL Injection Detected (SIM),Error
2025-11-22 04:19:32,103.184.54.73,Critical,[2025-11-22 04:19:32] [Critical] 103.184.54.73 - Denial of Service (DoS) (SIM),Critical
2025-11-22 04:19:27,103.178.133.45,Critical,[2025-11-22 04:19:27] [Critical] 103.178.133.45 - Denial of Service (DoS) (SIM),Critical
2025-11-22 04:19:16,103.183.139.111,Error,[2025-11-22 04:19:16] [Error] 103.183.139.111 - Unauthorized access (SIM),Error
2025-11-22 04:19:13,103.103.211.139,Critical,[2025-11-22 04:19:13] [Critical] 103.103.211.139 - Unauthorized access (SIM),Critical
2025-11-22 04:14:32,103.143.251.159,Error,[2025-11-22 04:14:32] [Error] 103.143.251.159 - SQL Injection Detected (SIM),Error
2025-11-22 04:14:13,103.189.73.63,Critical,[2025-11-22 04:14:13] [Critical] 103.189.73.63 - Root Login Failed (SIM),Critical
2025-11-22 04:14:13,103.119.198.116,Error,[2025-11-22 04:14:13] [Error] 103.119.198.116 - SQL Injection Detected (SIM),Error
2025-11-22 04:14:09,103.172.92.175,Critical,[2025-11-22 04:14:09] [Error] 103.172.92.175 - Denial of Service (DoS) (SIM),Critical
2025-11-22 04:14:04,103.193.245.191,Critical,[2025-11-22 04:14:04] [Warn] 103.193.245.191 - Root Login Failed (SIM),Critical
2025-11-22 04:14:01,103.181.235.190,Critical,[2025-11-22 04:14:01] [Critical] 103.181.235.190 - Unauthorized access (SIM),Critical
2025-11-22 04:13:59,103.161.234.240,Critical,[2025-11-22 04:13:59] [Error] 103.161.234.240 - Denial of Service (DoS) (SIM),Critical
2025-11-22 04:13:58,103.126.199.100,Critical,[2025-11-22 04:13:58] [Critical] 103.126.199.100 - Root Login Failed (SIM),Critical
2025-11-22 04:13:56,103.128.107.41,Critical,[2025-11-22 04:13:56] [Error] 103.128.107.41 - Root Login Failed (SIM),Critical
2025-11-22 04:13:54,103.143.168.19,Error,[2025-11-22 04:13:54] [Error] 103.143.168.19 - Unauthorized access (SIM),Error
2025-11-22 04:13:47,103.159.238.170,Critical,[2025-11-22 04:13:47] [Warn] 103.159.238.170 - Denial of Service (DoS) (SIM),Critical
2025-11-22 04:13:46,103.193.97.89,Error,[2025-11-22 04:13:46] [Warn] 103.193.97.89 - SQL Injection Detected (SIM),Error
2025-11-22 04:13:41,103.102.251.216,Critical,[2025-11-22 04:13:41] [Warn] 103.102.251.216 - Root Login Failed (SIM),Critical
2025-11-22 04:13:35,103.166.237.82,Warn,[2025-11-22 04:13:35] [Warn] 103.166.237.82 - Unauthorized access (SIM),Warn
2025-11-22 04:13:31,103.168.113.37,Critical,[2025-11-22 04:13:31] [Critical] 103.168.113.37 - Denial of Service (DoS) (SIM),Critical
2025-11-22 04:13:29,103.171.171.145,Critical,[2025-11-22 04:13:29] [Critical] 103.171.171.145 - Root Login Failed (SIM),Critical
2025-11-22 04:13:13,103.185.36.159,Error,[2025-11-22 04:13:13] [Error] 103.185.36.159 - SQL Injection Detected (SIM),Error
2025-11-22 04:12:50,103.185.121.127,Critical,[2025-11-22 04:12:50] [Critical] 103.185.121.127 - Root Login Failed (SIM),Critical
2025-11-22 04:12:48,103.140.191.222,Critical,[2025-11-22 04:12:48] [Warn] 103.140.191.222 - Denial of Service (DoS) (SIM),Critical
2025-11-22 04:12:47,103.136.204.127,Error,[2025-11-22 04:12:47] [Error] 103.136.204.127 - SQL Injection Detected (SIM),Error
2025-11-22 04:12:44,103.157.72.188,Critical,[2025-11-22 04:12:44] [Critical] 103.157.72.188 - Denial of Service (DoS) (SIM),Critical
2025-11-22 04:12:29,103.174.201.127,Error,[2025-11-22 04:12:29] [Warn] 103.174.201.127 - SQL Injection Detected (SIM),Error
2025-11-22 04:12:21,103.146.217.240,Critical,[2025-11-22 04:12:21] [Error] 103.146.217.240 - Root Login Failed (SIM),Critical
2025-11-22 03:58:52,103.197.170.60,Critical,[2025-11-22 03:58:52] [Error] 103.197.170.60 - Root Login Failed (SIM),Critical
2025-11-22 03:58:49,103.149.68.44,Critical,[2025-11-22 03:58:49] [Critical] 103.149.68.44 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:58:39,103.105.247.187,Critical,[2025-11-22 03:58:39] [Error] 103.105.247.187 - Root Login Failed (SIM),Critical
2025-11-22 03:58:22,103.137.155.189,Error,[2025-11-22 03:58:22] [Warn] 103.137.155.189 - SQL Injection Detected (SIM),Error
2025-11-22 03:58:17,103.149.53.105,Critical,[2025-11-22 03:58:17] [Critical] 103.149.53.105 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:58:13,103.195.68.152,Error,[2025-11-22 03:58:13] [Error] 103.195.68.152 - Unauthorized access (SIM),Error
2025-11-22 03:57:57,103.167.204.80,Critical,[2025-11-22 03:57:57] [Warn] 103.167.204.80 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:57:50,103.125.6.39,Critical,[2025-11-22 03:57:50] [Error] 103.125.6.39 - Root Login Failed (SIM),Critical
2025-11-22 03:57:45,103.124.153.238,Critical,[2025-11-22 03:57:45] [Error] 103.124.153.238 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:57:21,103.104.135.250,Error,[2025-11-22 03:57:21] [Warn] 103.104.135.250 - SQL Injection Detected (SIM),Error
2025-11-22 03:57:18,103.156.130.123,Error,[2025-11-22 03:57:18] [Warn] 103.156.130.123 - SQL Injection Detected (SIM),Error
2025-11-22 03:57:04,103.176.185.163,Error,[2025-11-22 03:57:04] [Error] 103.176.185.163 - Unauthorized access (SIM),Error
2025-11-22 03:56:54,103.195.199.137,Critical,[2025-11-22 03:56:54] [Error] 103.195.199.137 - Root Login Failed (SIM),Critical
2025-11-22 03:56:53,103.184.4.66,Critical,[2025-11-22 03:56:53] [Critical] 103.184.4.66 - Root Login Failed (SIM),Critical
2025-11-22 03:56:37,103.123.94.129,Critical,[2025-11-22 03:56:37] [Warn] 103.123.94.129 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:56:30,103.190.121.179,Critical,[2025-11-22 03:56:30] [Error] 103.190.121.179 - Root Login Failed (SIM),Critical
2025-11-22 03:56:21,103.162.101.132,Critical,[2025-11-22 03:56:21] [Critical] 103.162.101.132 - Root Login Failed (SIM),Critical
2025-11-22 03:56:14,103.110.196.46,Critical,[2025-11-22 03:56:14] [Error] 103.110.196.46 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:56:12,103.180.190.79,Critical,[2025-11-22 03:56:12] [Critical] 103.180.190.79 - SQL Injection Detected (SIM),Critical
2025-11-22 03:56:02,103.157.104.131,Error,[2025-11-22 03:56:02] [Warn] 103.157.104.131 - SQL Injection Detected (SIM),Error
2025-11-22 03:56:00,103.156.208.121,Warn,[2025-11-22 03:56:00] [Warn] 103.156.208.121 - Unauthorized access (SIM),Warn
2025-11-22 03:55:53,103.193.77.250,Critical,[2025-11-22 03:55:53] [Warn] 103.193.77.250 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:55:48,103.162.49.224,Critical,[2025-11-22 03:55:48] [Warn] 103.162.49.224 - Root Login Failed (SIM),Critical
2025-11-22 03:55:39,103.153.186.76,Critical,[2025-11-22 03:55:39] [Critical] 103.153.186.76 - SQL Injection Detected (SIM),Critical
2025-11-22 03:55:33,103.159.27.237,Critical,[2025-11-22 03:55:33] [Critical] 103.159.27.237 - SQL Injection Detected (SIM),Critical
2025-11-22 03:55:22,103.149.158.111,Critical,[2025-11-22 03:55:22] [Warn] 103.149.158.111 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:54:41,103.128.21.135,Error,[2025-11-22 03:54:41] [Error] 103.128.21.135 - SQL Injection Detected (SIM),Error
2025-11-22 03:54:23,103.162.129.24,Critical,[2025-11-22 03:54:23] [Error] 103.162.129.24 - Root Login Failed (SIM),Critical
2025-11-22 03:54:01,103.155.65.215,Critical,[2025-11-22 03:54:01] [Warn] 103.155.65.215 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:53:54,103.174.168.95,Error,[2025-11-22 03:53:54] [Warn] 103.174.168.95 - SQL Injection Detected (SIM),Error
2025-11-22 03:53:51,103.132.109.232,Critical,[2025-11-22 03:53:51] [Warn] 103.132.109.232 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:53:48,103.193.192.253,Critical,[2025-11-22 03:53:48] [Critical] 103.193.192.253 - Root Login Failed (SIM),Critical
2025-11-22 03:53:38,103.173.111.250,Critical,[2025-11-22 03:53:38] [Critical] 103.173.111.250 - Unauthorized access (SIM),Critical
2025-11-22 03:53:32,103.104.142.130,Error,[2025-11-22 03:53:32] [Error] 103.104.142.130 - Unauthorized access (SIM),Error
2025-11-22 03:53:27,103.196.118.222,Error,[2025-11-22 03:53:27] [Error] 103.196.118.222 - Unauthorized access (SIM),Error
2025-11-22 03:52:59,103.131.12.170,Critical,[2025-11-22 03:52:59] [Critical] 103.131.12.170 - Root Login Failed (SIM),Critical
2025-11-22 03:52:58,103.194.176.144,Critical,[2025-11-22 03:52:58] [Critical] 103.194.176.144 - Unauthorized access (SIM),Critical
2025-11-22 03:52:57,103.191.160.137,Error,[2025-11-22 03:52:57] [Warn] 103.191.160.137 - SQL Injection Detected (SIM),Error
2025-11-22 03:52:28,103.155.121.104,Error,[2025-11-22 03:52:28] [Error] 103.155.121.104 - Unauthorized access (SIM),Error
2025-11-22 03:52:24,103.146.29.187,Warn,[2025-11-22 03:52:24] [Warn] 103.146.29.187 - Unauthorized access (SIM),Warn
2025-11-22 03:52:08,103.183.111.147,Critical,[2025-11-22 03:52:08] [Warn] 103.183.111.147 - Root Login Failed (SIM),Critical
2025-11-22 03:52:06,103.193.116.87,Warn,[2025-11-22 03:52:06] [Warn] 103.193.116.87 - Unauthorized access (SIM),Warn
2025-11-22 03:51:45,103.159.18.131,Critical,[2025-11-22 03:51:45] [Critical] 103.159.18.131 - Unauthorized access (SIM),Critical
2025-11-22 03:51:32,103.190.238.246,Critical,[2025-11-22 03:51:32] [Critical] 103.190.238.246 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:51:24,103.185.121.173,Error,[2025-11-22 03:51:24] [Error] 103.185.121.173 - Unauthorized access (SIM),Error
2025-11-22 03:51:14,103.192.74.39,Critical,[2025-11-22 03:51:14] [Warn] 103.192.74.39 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:50:55,103.180.108.241,Critical,[2025-11-22 03:50:55] [Error] 103.180.108.241 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:50:29,103.120.11.151,Critical,[2025-11-22 03:50:29] [Critical] 103.120.11.151 - SQL Injection Detected (SIM),Critical
2025-11-22 03:50:20,103.189.247.202,Critical,[2025-11-22 03:50:20] [Error] 103.189.247.202 - Root Login Failed (SIM),Critical
2025-11-22 03:50:08,103.106.191.195,Critical,[2025-11-22 03:50:08] [Error] 103.106.191.195 - Root Login Failed (SIM),Critical
2025-11-22 03:50:05,103.199.20.250,Error,[2025-11-22 03:50:05] [Error] 103.199.20.250 - Unauthorized access (SIM),Error
2025-11-22 03:49:58,103.169.60.13,Critical,[2025-11-22 03:49:58] [Warn] 103.169.60.13 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:49:49,103.191.11.232,Critical,[2025-11-22 03:49:49] [Critical] 103.191.11.232 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:49:47,103.176.168.215,Critical,[2025-11-22 03:49:47] [Critical] 103.176.168.215 - Root Login Failed (SIM),Critical
2025-11-22 03:49:31,103.126.128.36,Critical,[2025-11-22 03:49:31] [Critical] 103.126.128.36 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:49:27,103.192.78.222,Critical,[2025-11-22 03:49:27] [Error] 103.192.78.222 - Root Login Failed (SIM),Critical
2025-11-22 03:49:15,103.166.90.213,Critical,[2025-11-22 03:49:15] [Critical] 103.166.90.213 - SQL Injection Detected (SIM),Critical
2025-11-22 03:49:14,103.162.169.53,Critical,[2025-11-22 03:49:14] [Warn] 103.162.169.53 - Root Login Failed (SIM),Critical
2025-11-22 03:49:12,103.141.63.225,Critical,[2025-11-22 03:49:12] [Critical] 103.141.63.225 - Unauthorized access (SIM),Critical
2025-11-22 03:49:02,103.184.14.185,Critical,[2025-11-22 03:49:02] [Error] 103.184.14.185 - Root Login Failed (SIM),Critical
2025-11-22 03:49:01,103.152.46.109,Critical,[2025-11-22 03:49:01] [Error] 103.152.46.109 - Root Login Failed (SIM),Critical
2025-11-22 03:49:00,103.184.179.55,Critical,[2025-11-22 03:49:00] [Critical] 103.184.179.55 - Unauthorized access (SIM),Critical
2025-11-22 03:48:54,103.146.26.71,Critical,[2025-11-22 03:48:54] [Critical] 103.146.26.71 - Root Login Failed (SIM),Critical
2025-11-22 03:48:50,103.177.140.62,Error,[2025-11-22 03:48:50] [Error] 103.177.140.62 - SQL Injection Detected (SIM),Error
2025-11-22 03:48:31,103.105.155.154,Critical,[2025-11-22 03:48:31] [Critical] 103.105.155.154 - SQL Injection Detected (SIM),Critical
2025-11-22 03:48:24,103.102.162.4,Error,[2025-11-22 03:48:24] [Error] 103.102.162.4 - SQL Injection Detected (SIM),Error
2025-11-22 03:48:22,103.104.252.185,Critical,[2025-11-22 03:48:22] [Warn] 103.104.252.185 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:48:18,103.182.147.209,Critical,[2025-11-22 03:48:18] [Critical] 103.182.147.209 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:48:07,103.172.139.94,Critical,[2025-11-22 03:48:07] [Critical] 103.172.139.94 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:48:05,103.124.86.114,Critical,[2025-11-22 03:48:05] [Critical] 103.124.86.114 - Root Login Failed (SIM),Critical
2025-11-22 03:48:04,103.194.163.151,Error,[2025-11-22 03:48:04] [Warn] 103.194.163.151 - SQL Injection Detected (SIM),Error
2025-11-22 03:47:56,103.161.249.176,Critical,[2025-11-22 03:47:56] [Warn] 103.161.249.176 - Root Login Failed (SIM),Critical
2025-11-22 03:47:47,103.175.174.12,Critical,[2025-11-22 03:47:47] [Critical] 103.175.174.12 - SQL Injection Detected (SIM),Critical
2025-11-22 03:47:45,103.105.221.27,Error,[2025-11-22 03:47:45] [Error] 103.105.221.27 - Unauthorized access (SIM),Error
2025-11-22 03:47:40,103.188.237.239,Critical,[2025-11-22 03:47:40] [Critical] 103.188.237.239 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:47:32,103.191.33.112,Warn,[2025-11-22 03:47:32] [Warn] 103.191.33.112 - Unauthorized access (SIM),Warn
2025-11-22 03:47:12,103.101.187.115,Critical,[2025-11-22 03:47:12] [Critical] 103.101.187.115 - Unauthorized access (SIM),Critical
2025-11-22 03:47:06,103.158.30.198,Critical,[2025-11-22 03:47:06] [Critical] 103.158.30.198 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:47:03,103.173.113.5,Critical,[2025-11-22 03:47:03] [Warn] 103.173.113.5 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:47:03,103.164.211.20,Critical,[2025-11-22 03:47:03] [Critical] 103.164.211.20 - Unauthorized access (SIM),Critical
2025-11-22 03:47:01,103.137.86.44,Warn,[2025-11-22 03:47:01] [Warn] 103.137.86.44 - Unauthorized access (SIM),Warn
2025-11-22 03:46:55,103.138.207.49,Warn,[2025-11-22 03:46:55] [Warn] 103.138.207.49 - Unauthorized access (SIM),Warn
2025-11-22 03:46:54,103.117.90.231,Critical,[2025-11-22 03:46:54] [Error] 103.117.90.231 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:46:39,103.159.254.67,Critical,[2025-11-22 03:46:39] [Warn] 103.159.254.67 - Root Login Failed (SIM),Critical
2025-11-22 03:46:32,103.192.215.81,Error,[2025-11-22 03:46:32] [Error] 103.192.215.81 - Unauthorized access (SIM),Error
2025-11-22 03:46:23,103.166.154.228,Error,[2025-11-22 03:46:23] [Warn] 103.166.154.228 - SQL Injection Detected (SIM),Error
2025-11-22 03:46:15,103.149.23.20,Critical,[2025-11-22 03:46:15] [Critical] 103.149.23.20 - SQL Injection Detected (SIM),Critical
2025-11-22 03:46:14,103.108.182.1,Critical,[2025-11-22 03:46:14] [Error] 103.108.182.1 - Root Login Failed (SIM),Critical
2025-11-22 03:45:35,103.139.30.204,Critical,[2025-11-22 03:45:35] [Critical] 103.139.30.204 - Unauthorized access (SIM),Critical
2025-11-22 03:45:30,103.127.105.114,Error,[2025-11-22 03:45:30] [Error] 103.127.105.114 - SQL Injection Detected (SIM),Error
2025-11-22 03:45:26,103.104.121.99,Critical,[2025-11-22 03:45:26] [Critical] 103.104.121.99 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:45:20,103.141.179.63,Critical,[2025-11-22 03:45:20] [Critical] 103.141.179.63 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:45:18,103.132.120.221,Error,[2025-11-22 03:45:18] [Error] 103.132.120.221 - SQL Injection Detected (SIM),Error
2025-11-22 03:45:05,103.119.175.23,Critical,[2025-11-22 03:45:05] [Critical] 103.119.175.23 - SQL Injection Detected (SIM),Critical
2025-11-22 03:45:02,103.193.62.130,Warn,[2025-11-22 03:45:02] [Warn] 103.193.62.130 - Unauthorized access (SIM),Warn
2025-11-22 03:44:58,103.192.198.246,Critical,[2025-11-22 03:44:58] [Critical] 103.192.198.246 - SQL Injection Detected (SIM),Critical
2025-11-22 03:44:55,103.189.83.112,Critical,[2025-11-22 03:44:55] [Error] 103.189.83.112 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:44:10,103.181.143.26,Critical,[2025-11-22 03:44:10] [Critical] 103.181.143.26 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:44:07,103.108.111.206,Error,[2025-11-22 03:44:07] [Error] 103.108.111.206 - Unauthorized access (SIM),Error
2025-11-22 03:43:57,103.101.174.59,Critical,[2025-11-22 03:43:57] [Error] 103.101.174.59 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:43:53,103.195.45.94,Critical,[2025-11-22 03:43:53] [Error] 103.195.45.94 - Root Login Failed (SIM),Critical
2025-11-22 03:43:47,103.200.216.163,Critical,[2025-11-22 03:43:47] [Critical] 103.200.216.163 - SQL Injection Detected (SIM),Critical
2025-11-22 03:43:45,103.125.194.164,Critical,[2025-11-22 03:43:45] [Error] 103.125.194.164 - Root Login Failed (SIM),Critical
2025-11-22 03:43:38,103.160.141.52,Error,[2025-11-22 03:43:38] [Error] 103.160.141.52 - SQL Injection Detected (SIM),Error
2025-11-22 03:43:31,103.143.81.3,Critical,[2025-11-22 03:43:31] [Critical] 103.143.81.3 - Root Login Failed (SIM),Critical
2025-11-22 03:43:20,103.130.121.200,Critical,[2025-11-22 03:43:20] [Error] 103.130.121.200 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:43:19,103.121.102.61,Error,[2025-11-22 03:43:19] [Error] 103.121.102.61 - SQL Injection Detected (SIM),Error
2025-11-22 03:43:14,103.123.249.70,Critical,[2025-11-22 03:43:14] [Critical] 103.123.249.70 - Unauthorized access (SIM),Critical
2025-11-22 03:42:51,103.113.197.84,Error,[2025-11-22 03:42:51] [Error] 103.113.197.84 - Unauthorized access (SIM),Error
2025-11-22 03:42:43,103.100.42.86,Critical,[2025-11-22 03:42:43] [Critical] 103.100.42.86 - Unauthorized access (SIM),Critical
2025-11-22 03:42:42,103.159.242.237,Critical,[2025-11-22 03:42:42] [Critical] 103.159.242.237 - SQL Injection Detected (SIM),Critical
2025-11-22 03:42:39,103.103.63.2,Critical,[2025-11-22 03:42:39] [Warn] 103.103.63.2 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:42:38,103.154.222.159,Critical,[2025-11-22 03:42:38] [Critical] 103.154.222.159 - Unauthorized access (SIM),Critical
2025-11-22 03:42:21,103.156.150.212,Critical,[2025-11-22 03:42:21] [Critical] 103.156.150.212 - Root Login Failed (SIM),Critical
2025-11-22 03:42:20,103.122.105.177,Error,[2025-11-22 03:42:20] [Error] 103.122.105.177 - SQL Injection Detected (SIM),Error
2025-11-22 03:42:13,103.116.254.147,Critical,[2025-11-22 03:42:13] [Critical] 103.116.254.147 - Root Login Failed (SIM),Critical
2025-11-22 03:42:06,103.173.69.112,Critical,[2025-11-22 03:42:06] [Critical] 103.173.69.112 - SQL Injection Detected (SIM),Critical
2025-11-22 03:42:04,103.178.254.122,Critical,[2025-11-22 03:42:04] [Critical] 103.178.254.122 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:42:03,103.187.238.95,Critical,[2025-11-22 03:42:03] [Critical] 103.187.238.95 - Unauthorized access (SIM),Critical
2025-11-22 03:41:55,103.155.173.37,Critical,[2025-11-22 03:41:55] [Warn] 103.155.173.37 - Root Login Failed (SIM),Critical
2025-11-22 03:41:52,103.174.114.73,Critical,[2025-11-22 03:41:52] [Warn] 103.174.114.73 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:41:50,103.185.106.142,Error,[2025-11-22 03:41:50] [Warn] 103.185.106.142 - SQL Injection Detected (SIM),Error
2025-11-22 03:41:46,103.147.110.24,Error,[2025-11-22 03:41:46] [Error] 103.147.110.24 - SQL Injection Detected (SIM),Error
2025-11-22 03:41:46,103.185.42.114,Critical,[2025-11-22 03:41:46] [Critical] 103.185.42.114 - SQL Injection Detected (SIM),Critical
2025-11-22 03:41:40,103.122.20.226,Critical,[2025-11-22 03:41:40] [Warn] 103.122.20.226 - Root Login Failed (SIM),Critical
2025-11-22 03:41:02,103.179.125.165,Critical,[2025-11-22 03:41:02] [Warn] 103.179.125.165 - Root Login Failed (SIM),Critical
2025-11-22 03:40:22,103.180.149.108,Critical,[2025-11-22 03:40:22] [Critical] 103.180.149.108 - Unauthorized access (SIM),Critical
2025-11-22 03:40:20,103.133.67.1,Critical,[2025-11-22 03:40:20] [Critical] 103.133.67.1 - SQL Injection Detected (SIM),Critical
2025-11-22 03:40:17,103.111.34.143,Error,[2025-11-22 03:40:17] [Warn] 103.111.34.143 - SQL Injection Detected (SIM),Error
2025-11-22 03:40:13,103.193.255.135,Critical,[2025-11-22 03:40:13] [Critical] 103.193.255.135 - Root Login Failed (SIM),Critical
2025-11-22 03:39:51,103.180.237.238,Critical,[2025-11-22 03:39:51] [Warn] 103.180.237.238 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:39:20,103.165.31.105,Critical,[2025-11-22 03:39:20] [Error] 103.165.31.105 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:38:25,103.127.201.17,Critical,[2025-11-22 03:38:25] [Critical] 103.127.201.17 - Denial of Service (DoS) (SIM),Critical
2025-11-22 03:38:23,103.142.117.145,Error,[2025-11-22 03:38:23] [Error] 103.142.117.145 - Unauthorized access (SIM),Error
2025-11-22 03:38:18,103.194.69.191,Error,[2025-11-22 03:38:18] [Error] 103.194.69.191 - SQL Injection Detected (SIM),Error
2025-11-22 03:38:09,103.173.86.253,Warn,[2025-11-22 03:38:09] [Warn] 103.173.86.253 - Unauthorized access (SIM),Warn
2025-11-22 03:38:08,103.189.77.192,Critical,[2025-11-22 03:38:08] [Error] 103.189.77.192 - Root Login Failed (SIM),Critical
2025-11-22 03:38:01,103.139.183.236,Critical,[2025-11-22 03:38:01] [Warn] 103.139.183.236 - Root Login Failed (SIM),Critical
